USER, RANK, TITLE, ARTIST, ALBUM, GENRE, PLAYS
X1646070643, 6, Smokahontas, Attack Attack!, Attack Attack!, DUBSTEP, 120
X1646070643, 5, Paper Wings, Rise Against, Siren Song of the Counter-Culture, DANCE, 160
X1646070643, 1, Fake You Out, Twenty One Pilots, Vessel, POP, 250
X1646070643, 4, The Legend of Hardhead Ned, Watsky & Dylan Saunders, Cardboard Castles, RAP, 0
X1646070643, 3, I'm A Gangster, Rappy McRapperson, I'm A Gangster, RAP, 0
X1646070643, 2, Goodnight Goodnight, Hot Hot Heat, Goodnight Goodnight, INDIE, 0
X44560003, 10, Sunday Morning, The Velvet Underground, The Velvet Underground & Nico, CLASSIC ROCK, 25
X44560003, 9, Could You Be Loved, Bob Marley, Legend (Deluxe Edition), REGGAE, 32
X44560003, 8, The Weight, The Band, Music From Big Pink, FOLK, 41
X44560003, 7, The Sounds of Silence, Simon & Garfunkel, Wednesday Morning 3 A.M., FOLK, 53
X44560003, 6, Good Times Bad Times, Led Zeppelin, Led Zeppelin, CLASSIC ROCK, 57
X44560003, 5, One More Cup Of Coffee, The White Stripes, The White Stripes, BLUES, 68
X44560003, 4, Willie The Pimp, Frank Zappa, Hot Rats, CLASSIC ROCK, 79
X44560003, 3, The Great Gig in the Sky, Pink Floyd, The Dark Side of the Moon, CLASSIC ROCK, 94
X44560003, 2, Under Pressure, Queen, Hot Space, CLASSIC ROCK, 101
X44560003, 1, Old Man, Neil Young, Harvest, FOLK, 113
Q1997604978, 2, Centuries, Fall Out Boy, America Beauty, ROCK, 9
Q1997604978, 1, lalala, Naughty Boy, Hotel Cababa, DANCE, 10
Q1997604978, 3, Habits, Tove Lo, Truth Serum, POP, 8
Q1997604978, 4, Blank space, Taylor Swift, 1989, SYNTHPOP, 7
Q1997604978, 5, Animals, Maroon 5, v, DANCE, 6
Q1997604978, 6, Maps, Maroon 5, v, POP, 5
Q1997604978, 7, Bang Bang, Jessie J, Sweet Talker, POP, 4
Q1997604978, 8, rather be, clean bandit, new eyes, HOUSE, 3
Q1997604978, 9, Hard Out Here, Lily Allen, sheegus, SYNTHPOP, 2
Q1997604978, 10, take my hand, simple plan, simple plan, POP, 1
Q799566174, 1, Be Like That, 3 Doors Down, The Better Life, ALTERNATIVE, 64
Q799566174, 2, Fine Again, Seether, Best of Seether, GRUNGE, 54
Q799566174, 3, Best of You, Foo Fighters, Foo Fighters Greatest Hits, ROCK, 43
Q799566174, 4, Battle Born, Five Finger Death Punch, The Wrong Side of Heaven Pt.2, METAL, 40
Q799566174, 5, Far From Home, Five Finger Death Punch, War Is The Answer, METAL, 37
Q799566174, 6, Second Chance, Shinedown, The Sound of Madness, GRUNGE, 36
Q799566174, 7, Swing Life Away, Rise Against, Siren Song of the Counter Culture, ALTERNATIVE, 35
Q799566174, 8, Swing Life Away (MGK), Machine Gun Kelly, Black Flag, HIP-HOP, 31
Q799566174, 9, In Loving Memory, Alter Bridge, One Day Remains, HARD ROCK, 30
Q799566174, 10, The Prayer, Kid Cudi, A Kid named Cudi, RAP, 28
X923846235, 1, Uptown Funk, Mark Ronson & Bruno Mars, Uptown Special, FUNK, 100
X923846235, 2, Stay With Me, Sam Smith, In the Lonely Hour, SOUL, 25
X923846235, 3, I'm Not the Only One, Sam Smith, In the Lonely Hour, SOUL, 24
X923846235, 4, Take me to church, Hozier, Hozier, INDIE, 23
X923846235, 5, No Interruption, Hoodie Allen, All American, HIP-HOP, 22
X923846235, 6, Eighteen Cool, Hoodie Allen, All American, HIP-HOP, 21
X923846235, 7, Lucky Man, Hoodie Allen, All American, HIP-HOP, 20
X923846235, 8, Uptown, Drake, So Far Gone, HIP-HOP, 24
X923846235, 9, Thinking Out Loud, Ed Sheeran, x, SOUL, 35
X923846235, 10, N.Y. State of Mind, Nas, Illmatic XX, HIP-HOP, 56
Q1251895981, 1, Gaur Plains, Xenoblade Chronicles, , SOUNDTRACK, 90
Q1251895981, 2, Heart of a champion, Network Music ensemble, Big Beat Orchestra, SOUNDTRACK, 60
Q1251895981, 3, Sailing the Sand Sea, Legend of Zelda: Skyward Sword, , SOUNDTRACK, 50
Q1251895981, 4, realm overworld, Legend of Zelda: Spirit tracks, , SOUNDTRACK, 20
Q1858389265, 6, Sugar, Maroon 5, , POP, 0
Q1858389265, 5, Love Words, Hatsune Miku, , POP, 0
Q1858389265, 3, The World is Mine, Hatsune Miku, , POP, 0
Q1858389265, 4, Tell Your World, Hatsune Miku, , POP, 0
Q1858389265, 2, Rollin' Girl, Hatsune Miku, , POP, 0
Q1858389265, 1, quanyutianxia, luotianyi, , ROCK, 0
Q1858389265, 1, Senbonzakura, Hatsune Miku, , ROCK, 0
Q1858389265, 7, Thinking Out Loud, Ed Sheeran, , POP, 0
Q1858389265, 8, Uptown Funk, Mark Ronson, , ROCK, 0
Q1858389265, 9, Love Me Like You Do, Ellie Goulding, , POP, 0
Q1858389265, 10, FourFiveSeconds, Rihanna and Kanye, , POP, 0
Q1440788451, 1, 1000hp, Godsmack, 1000hp, ROCK, 0
Q1440788451, 2, We Didn't Start the Fire, Billy Joel, Storm Front, ROCK, 0
Q1440788451, 3, Run Boy Run, WoodKid, The Golden Age, ALTERNATIVE, 0
Q1440788451, 4, Drop Dead Cynical, Amaranthe, MASSIVE ADDICTIVE, ROCK, 0
Q1440788451, 5, PIano Man, Billy Joel, Piano Man, ROCK, 0
Q1440788451, 6, You, Five Finger Death Punch, The Wrong Side of Heaven and the Righteous Side of Hell Vol.1, ROCK, 0
Q1440788451, 7, Mambo No. 5, Lou Bega, A little bit of Mambo, R&B, 0
Q1440788451, 8, y'all Want a Single, Korn, Greatest Hits Vol.1, ROCK, 0
Q1440788451, 9, Tie It Up, Kelly Clarkson, Tie It Up, COUNTRY, 0
Q1440788451, 10, Uptown Funk, Mark Ronson, Uptown Funk, POP, 0
Q1974324384, 1, El Indio, Buckethead, Electric Sea, ROCK, 10
Q1974324384, 2, Monument Valley, Buckethead, Monument Valley, ROCK, 8
Q1974324384, 3, Hey Brother, Avicii, True, DANCE, 5
Q1974324384, 4, Counting Stars, OneRepublic, Native, POP, 6
Q1974324384, 5, Lose Yourself, Eminem, 8 Mile, RAP, 3
Q1974324384, 6, Castle of Glass, Linkin Park, Living Things, ROCK, 6
Q1974324384, 7, My Songs Know What You Did in the Dark (Light Em Up), Fall Out Boy, Save Rock and Roll, PUNK, 12
Q1974324384, 8, Lonely Boy, The Black Keys, El Camino, ROCK, 3
Q1974324384, 9, Padmasana, Electric Tears, Electric Tears, AMBIENT, 5
Q1974324384, 10, Sketches of Spain (for Miles), Buckethead, Electric Tears, AMBIENT, 5
Q1890888974, 1, Una Palabra, Carlos Varela, Nubes, NUEVA TROVA, 103
Q1890888974, 2, The Garden, Einsturzende Neubauten, Ende Neu, POST-INDUSTRIAL, 96
Q1890888974, 3, Electioneering, Radiohead, Ok Computer, ALTERNATIVE, 60
Q1890888974, 4, Infinity Guitars, Sleigh Bells, Treats, POP, 60
Q1890888974, 5, Rolling in the Deep, Adele, 21, SOUL, 58
Q1890888974, 6, Because (A cappella), The Beatles, , ROCK, 56
Q1890888974, 7, Toxygene, Orb, Orblivion, HOUSE, 55
Q1890888974, 8, Here Comes the Sun, Richie Havens, Alarm Clock, FOLK, 51
Q1890888974, 9, Nyah, Hans Zimmer, Man on Fire Soundtrack, GUITAR, 39
Q1890888974, 10, What a Wonderful World, Louis Armstrong, , JAZZ, 36
X1510281961, 1, Pursuit Of Happiness (nightmare), Kid Cudi, Man On The Moon: End of Day, HIP-HOP, 0
X1510281961, 2, This Is The Last Time, The National, Trouble Will Find Me, INDIE, 0
X1510281961, 3, Indestructible, Disturbed, Indestructible, ROCK, 0
X1510281961, 4, Cinderella Man, Eminem, Recovery, HIP-HOP, 0
X1510281961, 5, Afterlife, Avenged Sevenfold, Avenged Sevenfold, ROCK, 0
X1510281961, 6, Yonkers, Tyler the Creator, Goblin, HIP-HOP, 0
X1510281961, 7, 22, Taylor Swift, Red, POP, 0
X1510281961, 8, Am I Wrong, Nico & Vinz, Black Star Elephant, POP, 0
X1510281961, 9, Anywhere But Here, Mayday Parade, Anywhere But Here, POP, 0
X1510281961, 10, The War, Angels & Airwaves, We Don't Need to Whisper, ROCK, 0
X1510281961, 11, Made In America, Toby Keith, , COUNTRY, 0
X1510281961, 12, Beers Ago, Toby Keith, , COUNTRY, 0
Q367848352, 1, 2112, Rush, 2112, PROGRESSIVE, 0
Q367848352, 2, Come Together, The Beatles, Abbey Road, ROCK, 0
Q367848352, 3, Nerevar Rising, Jeremy Soule, Morrowind Official Sound Track, CLASSICAL, 0
Q367848352, 4, Heart of Courage, Two Steps From Hell, Invincible, CLASSICAL, 0
Q367848352, 5, Sonera, Thomas Bergersen, Illusions, CLASSICAL, 0
Q367848352, 6, Welcome to Amaria, Two Steps From Hell, Amaria, CLASSICAL, 0
Q367848352, 7, Cherry Pie, Katzenjammer, A Kiss Before You Go, FOLK, 0
Q367848352, 8, Soviet Trumpeter, Katzenjammer, A Kiss Before You Go, FOLK, 0
Q367848352, 9, Breath and Life, Audiomachine, Chronicles, CLASSICAL, 0
Q367848352, 10, Who Is She?, I Monster, Neveroddoreven, ELECTRONIC, 0
Q1648246856, 1, I Lived, OneRepublic, , POP, 0
Q1648246856, 2, Love Me Like You Do, Ellie Goulding, , POP, 0
Q1648246856, 3, Shut Up And Dance, Walk The Moon, , NEW WAVE, 0
Q1648246856, 4, Coming of Age, Foster The People, , ALTERNATIVE, 0
Q1648246856, 5, Burn, Ellie Goulding, , POP, 0
Q1648246856, 6, 400 Lux, Lorde, , ELECTRONIC, 0
Q1648246856, 7, A Sky Full of Stars, Coldplay, , POP, 0
Q1648246856, 8, Blue Jeans, Lana Del Ray, , TRIP HOP, 0
Q1648246856, 9, Afraid, The Neighbourhood, , ALTERNATIVE, 0
Q1648246856, 10, Thunder Clatter, Wild Cub, , INDIE, 0
Q1074490622, 6, I Remember, Tristam, Monstercat 007 - Solace, HOUSE, 10
Q1074490622, 9, Fable, Orjan Nilsen & Fingerling, Fable(single), HOUSE, 8
Q1074490622, 2, 115, Treyarch Sound, Call of Duty: Black Ops( Zombies Soundtrack ), METAL, 35
Q1074490622, 1, Abracadavra, Treyarch Sound, Call of Duty: Black Ops( Zombies Soundtrack ), METAL, 42
Q1074490622, 3, Dragon Pirates, Tut Tut Child, Monstercat 007 - Solace, HOUSE, 30
Q1074490622, 4, Fat Cat Adventures, Tut Tut Child, Dance To It, HOUSE, 29
Q1074490622, 5, Firestorm, Funkatech Records, Far Too Loud, DUBSTEP, 20
Q1074490622, 7, The Island, Pendulum, Immersion, HOUSE, 35
Q1074490622, 8, Witchcraft, Pendulum, Immersion, HOUSE, 30
Q1074490622, 10, Won't Back Down, Eminem, Recovery, RAP, 27
Q1425470144, 2, R U Mine?, Arctic Monkeys, , ALTERNATIVE, 0
Q1425470144, 1, Do I Wanna Know?, Arctic Monkeys, , ALTERNATIVE, 0
Q1425470144, 3, Meg White, Ray LaMontagne, , ROCK, 0
Q1425470144, 4, Take Me to Church, Hozier, , ALTERNATIVE, 0
Q1425470144, 5, Exploitation, The Silent Comedy, , ROCK, 0
Q1425470144, 6, Ultraviolence, Lana Del Rey, , ALTERNATIVE, 0
Q1425470144, 7, Ride, Lana Del Rey, , ALTERNATIVE, 0
Q1425470144, 8, Beautifully Sewn Violently Torn, Lincoln Durham, , ROCK, 0
Q1425470144, 9, Come Away to the Water, Maroon 5, , POP, 0
Q1425470144, 10, Work Song, Hozier, , ALTERNATIVE, 0
Q1425470144, 11, West Coast, Lana Del Rey, , ALTERNATIVE, 0
Q1214144011, 1, Make Your Own Kind of Music, The Mamas & the Papas, The Very Best of The Mamas and the Papas, ROCK, 20
Q1214144011, 3, Take Me To Church, Hozier, Take Me To Church, POP, 12
Q1214144011, 2, Ode to Joy, Beethoven, Symphony No.9, CLASSICAL, 10
Q1214144011, 4, American Pie, Don McLean, , ROCK, 8
Q1214144011, 5, Piano Man, Billy Joel, , ROCK, 8
Q1214144011, 6, Summer, Vivaldi, Four Seasons, CLASSICAL, 5
Q1214144011, 7, Fall, Vivaldi, The Four Seasons, CLASSICAL, 5
Q1214144011, 8, Wake Me Up, Avicii, Wake Me Up, DANCE, 4
Q1214144011, 9, Counting Stars, OneRepublic, , POP, 4
Q1214144011, 10, Am I Wrong, Nico and Vinz, , POP, 2
Q1273400813, 1, No one knows, Queens of the stoneage, Songs for the deaf, ROCK, 200
Q1273400813, 2, Separate Worlds, Journey, Journey: Greatest hits, ROCK, 150
Q1273400813, 3, Sex, Die Antwoord, Donker Mag, RAP, 100
Q1273400813, 4, Lazaretto, Jack White, Lazaretto, ALTERNATIVE, 100
Q1273400813, 5, Aint that a kick in the head, Dean Martin, Dino the essential, VOCAL, 120
Q1273400813, 6, If im James dean than you're Audrey Hepburn, Sleeping with sirens, with ears to see and eyes to hear, PUNK, 50
Q1273400813, 7, one more time, Daft Punk, Discovery, HOUSE, 60
Q1273400813, 8, Giorgio by moroder, Daft Punk, Random access memories, HOUSE, 30
Q1273400813, 9, Purple Haze, Jimi Hendrix, Smash hits, ROCK, 20
Q1273400813, 10, Bulletproof Love, Pierce the veil, Selfish Machines, PUNK, 30
X1524068802, 1, Angel With a Shotgun, The Cab, Symphony Soldier, POP, 0
X1524068802, 2, This Song saved My Life, Simple Plan, Get Your Heart On!, POP, 0
X1524068802, 3, Up and Up, Relient K, Five Score and Seven Years Ago, ALTERNATIVE, 0
X1524068802, 4, Hey Mario, Patent Pending, Single, ROCK, 0
X1524068802, 5, StudyXStudy, Lovely Devils, , POP, 0
X1524068802, 6, My Way, I Fight Dragons, KABOOM!, POP, 0
X1524068802, 7, Shake It, Metro Station, Metro Station, POP, 0
X1524068802, 8, Deja Vu, Dave Rogers, SUPER EUROBEAT, DANCE, 0
X1524068802, 9, The Riddle, Gigi d'Agostino, L'Amour Toujours, DANCE, 0
X1524068802, 10, Who I Am Hates Who I've Been, Relient K, Mmhmm, ALTERNATIVE, 0
Q850718081, 1, Light My Fire, The Doors, The Crystal Ship, PSYCHEDELIC, 0
Q850718081, 10, Tom Sawyer, Rush, Moving Pictures, PROGRESSIVE, 0
Q850718081, 5, Magic Carpet Ride, Steppenwolf, Sookie Sookie, PSYCHEDELIC, 0
Q850718081, 3, Hot Blooded, Foreigner, Tramontane, HARD ROCK, 0
Q850718081, 4, Slow Ride, Foghat, Fool for the City, HARD ROCK, 0
Q850718081, 8, Pretty Woman, Roy Orbison, Yo te Amo Maria, ROCK AND ROLL, 0
Q850718081, 6, Band on the Run, Paul McCartney and the Wings, Band on the Run, ROCK, 0
Q850718081, 2, Don't Stop, Fleetwood Mac, Rumours, ROCK, 0
Q850718081, 7, Go Your Own Way, Fleetwood Mac, Rumours, ROCK, 0
Q850718081, 9, Rocket Man, Elton John, Honky Chateau, SOFT ROCK, 0
X1861287331, 1, Chelsea Dagger, The Fratellis, Costello Music, ALTERNATIVE, 0
X1861287331, 2, Cathedral, Crosby Stills & Nash, Reflections, ROCK, 0
X1861287331, 3, Shadow Stabbing, Cake, Comfort Eagle, ALTERNATIVE, 0
X1861287331, 4, Ain't No Rest for the Wicked, Cage the Elephant, Cage the Elephant, ALTERNATIVE, 0
X1861287331, 5, Zero Friction, The Presidents of the United States of America, Love Everybody, ALTERNATIVE, 0
X1861287331, 6, Hooked on a Feeling, Blue Swede, Hooked on a Feeling, POP, 0
X1861287331, 7, For What It's Worth, Buffalo Springfield, Buffalo Springfield, FOLK, 0
X1861287331, 8, Gimme Three Steps, Lynyrd Skynyrd, Lynyrd Skynyrd, ROCK, 0
X1861287331, 9, Moonage Daydream, David Bowie, The Rise and Fall of Ziggy Stardust and the Spiders from Mars, ROCK, 0
X1861287331, 10, I Don't Want to Set the World on Fire, The Ink Spots, If I Didn't Care, VOCAL, 0
X1470089620, 10, In the land of shadows, David Arkenstone, Music inspired by Middle Earth, INSTRUMENTAL, 18
X1470089620, 9, The quest, David Arkenstone, Music Inspired by Middle Earth, INSTRUMENTAL, 26
X1470089620, 8, Dreams of the Forgotten child, David Lanz, Return to the heart, INSTRUMENTAL, 29
X1470089620, 7, The Enchantment, David Lanz, Painting the Sun, INSTRUMENTAL, 39
X1470089620, 6, Astronaut, Sunroof, Stargaizing, ELECTRONIC, 11
X1470089620, 5, Come Thou Fount, Birdsongs, He leadith Me, ALTERNATIVE, 10
X1470089620, 4, Etherea, Sunroof, Stargaizing, ELECTRONIC, 10
X1470089620, 3, Prologue, Sunroof, Stargaizing, ELECTRONIC, 10
X1470089620, 2, You and I, Sunroof, Stargaizing, ELECTRONIC, 13
X1470089620, 1, Dare you to move, Switchfoot, The Beautiful Letdown, ALTERNATIVE, 16
X2030814364, 4, She Is Love, Parachute, , POP, 10
X2030814364, 5, Speed of Sound, Coldplay, , ROCK, 15
X2030814364, 3, The Reason, Hoobastank, , ROCK, 15
X2030814364, 2, Breathe (2 AM), Anna Nalick, , POP, 18
X2030814364, 6, A Thousand Miles, Vanessa Carlton, , POP, 15
X2030814364, 10, Better Than Me, Hinder, , ROCK, 6
X2030814364, 9, Breakaway, Kelly Clarkson, , POP, 8
X2030814364, 7, Girls And Boys, Good Charlotte, , POP, 13
X2030814364, 1, Are You Happy Now?, Michelle Branch, , POP, 30
X2030814364, 8, Unwell, Matchbox Twenty, , ROCK, 12
Q1026197886, 1, Deteriorate, Demon Hunter, Triptych [Special Edition], METAL, 341
Q1026197886, 2, Creative Captivity, August Burns Red, Rescue and Restore, PROGRESSIVE, 57
Q1026197886, 3, I So Hate Consequences, Reilent K, Mmhmm, ALTERNATIVE, 391
Q1026197886, 4, T & C, Thrice, Identity Crisis, PUNK, 41
Q1026197886, 5, Beggars, Thrice, Beggars, PUNK, 31
Q1026197886, 6, Dust of Nations, Thrice, Vheissu, PUNK, 21
Q1026197886, 7, Selling the News, Switchfoot, Vice Verses, ALTERNATIVE, 133
Q1026197886, 8, Existence, August Burns Red, Constellations, METAL, 42
Q1026197886, 9, My Heart Strings Come Undone, Demon Hunter, Summer of Darkness, METAL, 90
Q1026197886, 10, Less Than Nothing, Demon Hunter, Summer of Darkness, METAL, 48
X1411375501, 1, Under Pressure, Queen and David Bowie, Hot Space, ROCK, 193
X1411375501, 2, Bohemian Rhapsody, Queen, A Night at the Opera, ROCK, 696
X1411375501, 3, Don't Call Me Early, The Barra MacNiels Band, Racket in the Attic, FOLK, 74
X1411375501, 4, One Thousand Sara's, Eddie From Ohio, Quick, BLUEGRASS, 73
X1411375501, 5, Suite Du Laptop, De Temps Antan, A l'ann'ee, FOLK, 15
X1411375501, 6, Brotherswing, Caravan Palace, Caravan Palace, ELECTRONIC, 71
X1411375501, 7, Welcome to the Black Parade, My Chemical Romance, The Black Parade, ALTERNATIVE, 357
X1411375501, 8, Cigaro, System of a Down, Mesmerize, ALTERNATIVE, 96
X1411375501, 9, Prelude 12/21, AFI, December Underground, ALTERNATIVE, 57
X1411375501, 10, Love Shack, B-52's, Cosmic Thing, POP, 48
X1702964878, 1, Take it Easy, The Eagles, Eagles Come Back Tour, COUNTRY, 0
X1702964878, 2, Life is a Highway, Rascal Flats, Cars, COUNTRY, 0
X1702964878, 3, Chicken Fried, Zac Brown Band, , COUNTRY, 0
X1702964878, 4, Talladega, Eric Church, , COUNTRY, 0
X1702964878, 4, Wagon Wheel, Darius Rucker, , COUNTRY, 0
X1702964878, 5, Radar Love, Golden Earing, , CLASSIC ROCK, 0
X1702964878, 6, Already Gone, Eagles, , CLASSIC ROCK, 0
X1702964878, 7, Rain is a good thing, Luke Bryan, , COUNTRY, 0
X1702964878, 8, Radio, Darius Rucker, , COUNTRY, 0
X1702964878, 9, Man Against Machine, Garth Brooks, , COUNTRY, 0
X1702964878, 10, I'm still a guy, Brad Paisley, , COUNTRY, 0
X1418814634, 10, Stay With Me, Sam Smith, In The Lonely Hour, POP, 97
X1418814634, 9, Divinity, Porter Robinson, Worlds, ELECTRONIC, 101
X1418814634, 8, Chimes, Hudson Mohawke, Chimes - EP, ELECTRONIC, 107
X1418814634, 7, Hero, Skillet, Hero, ROCK, 114
X1418814634, 6, Immortals, Fall Out Boy, Big Hero 6 Soundtrack, ROCK, 129
X1418814634, 5, Thnks Fr Th Mmrs, Fall Out Boy, Infinity on High, ROCK, 139
X1418814634, 4, Drop the World, Lil Wayne & Eminem, Rebirth, RAP, 167
X1418814634, 3, Faithfully, Journey, Journey: Greatest Hits, ROCK, 184
X1418814634, 2, The Final Countdown, Europe, The Final Countdown, ROCK, 201
X1418814634, 1, My Sacrifice, Creed, Weathered, ROCK, 341
X600430053, 1, Margaritaville, Jimmy Buffett, , COUNTRY, 0
X600430053, 2, It’s 5 O’Clock Somewhere, Jimmy Buffett, , COUNTRY, 0
X600430053, 3, Cheeseburger in Paradise, Jimmy Buffett, , COUNTRY, 0
X600430053, 4, Brown Eyed Girl, Van Morrison, , ROCK, 0
X600430053, 5, Bama Breeze, Jimmy Buffett, , COUNTRY, 0
X600430053, 6, Come Monday, Jimmy Buffett, , COUNTRY, 0
X600430053, 7, Changes in Latitudes Changes in Attitudes, Jimmy Buffett, , COUNTRY, 0
X600430053, 8, Volcano, Jimmy Buffett, , COUNTRY, 0
X600430053, 9, Boat Drinks, Jimmy Buffett, , COUNTRY, 0
X600430053, 10, Fruitcakes, Jimmy Buffett, , COUNTRY, 0
Q963991126, 3, No Cars Go, Arcade Fire, Neon Bible, ALTERNATIVE, 32
Q963991126, 2, Rebellion Lies, Arcade Fire, Funeral, ALTERNATIVE, 50
Q963991126, 1, Someone Great, LCD Soundsystem, Sound of Silver, ALTERNATIVE, 44
Q963991126, 4, Fancy Clown, MF Doom, Madvillainy, HIP-HOP, 33
Q963991126, 5, Bodysnatchers, Radiohead, In Rainbows, ALTERNATIVE, 25
Q963991126, 6, Paranoid Android, Radiohead, OK Computer, ROCK, 20
Q963991126, 7, Intervention, Arcade Fire, Neon Bible, ALTERNATIVE, 19
Q963991126, 8, Neighborhood #3, Arcade Fire, Funeral, ALTERNATIVE, 10
Q963991126, 8, Choose Zero Polys And Shaders, KeWlers, , DEMOSCENE, 10
Q963991126, 9, Second Reality, Future Crew, , DEMOSCENE, 5
Q963991126, 10, Dancing Through Life, Kristin Chenoweth & Christopher Fitzgerald, Wicked, SOUNDTRACK, 1
X57185153, 1, The Giving Tree, Plain White T's, Should've Gone to Bed - EP, ROCK, 96
X57185153, 2, All The Time (Tove Lo Flip), Keys N Krates, All Trap Music, ELECTRONIC, 65
X57185153, 3, The Chase Is On, Hoodie Allen, Leap Year, HIP-HOP, 56
X57185153, 4, Black Tears, Heaven Shall Burn, Iconoclas Pt. 1 - The Final Resistance, METAL, 47
X57185153, 5, One Day / Reckoning Song (Wankelmut Remix), Asaf Avidan & The Mojos, One Date / Reckoning Song (Wankelmut Remix), POP, 46
X57185153, 6, Below My Feet, Mumford & Sons, Babel, INDIE, 43
X57185153, 7, When I Grow Up, First Aid Kit, Ghost Town - Single, ALTERNATIVE, 40
X57185153, 8, Little Lion Man, Various Artists, Punk Goes Pop 4, POP, 40
X57185153, 9, The Longest Journey, Ensiferum, From Afar, METAL, 37
X57185153, 10, Ready Set Roll, Chase Rice, Ready Set Roll - EP, COUNTRY, 36
Q754412759, 1, Biggest Man in Los Angeles, Andy Grammer, Andy Grammer, POP, 16
Q754412759, 2, Sugar, Maroon 5, V, POP, 8
Q754412759, 3, FourFiveSeconds, Rihanna and Kanye West and Paul McCartney, FourFiveSeconds - Single, POP, 0
Q754412759, 4, Sledgehammer, Fifth Harmony, Reflection, POP, 8
Q754412759, 5, Thinking Out Loud, Ed Sheeran, x, POP, 0
Q754412759, 6, Style, Taylor Swift, 1989, POP, 0
Q754412759, 7, Get Out, Casey Abrams, Get Out - Single, POP, 0
Q754412759, 8, Lunatic, Andy Grammer, Andy Grammer, POP, 8
Q754412759, 9, If I Lose Myself, OneRepublic, Native, POP, 0
Q754412759, 10, Start It Up Again, Timeflies, After Hours, POP, 0
X223632687, 2, Prayer of the refugee, Rise Against, , ROCK, 0
X223632687, 1, Dance with the Devil, Breaking Benjamin, , ROCK, 0
X223632687, 3, Kryptonite, 3 Doors Down, , ROCK, 0
X223632687, 4, Fortune Days, The Glitch Mob, , ELECTRONIC, 0
X223632687, 5, Drive, Incubus, , ALTERNATIVE, 0
X223632687, 6, The Kill, Thirty Seconds to Mars, , ROCK, 0
X223632687, 7, Kings and Queens, Thirty Seconds to Mars, , ROCK, 0
X223632687, 8, This is War, Thirty Seconds to Mars, , ROCK, 0
X223632687, 9, Headstrong, Trapt, , ROCK, 0
X223632687, 10, Devil, Papa Roach, , ROCK, 0
Q295380006, 10, The Funeral, Band of Horses, Everything All The Time, SOFT ROCK, 0
Q295380006, 9, Stand Up, Trapt, , ROCK, 0
Q295380006, 8, These Walls, Trapt, , ROCK, 0
